[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
tests/test_audit1_experimental_candidate_validity_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_audit1_experimental_candidate_validity_static.py
tests/test_audit3_historical_branch_validity_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_audit3_historical_branch_validity_static.py
tests/test_branch_inventory_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_branch_inventory_static.py
tests/test_component_pose_diagnostics_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_component_pose_diagnostics_static.py
tests/test_curated_report_archive_plan_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_curated_report_archive_plan_static.py
tests/test_curated_reports_materialized_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_curated_reports_materialized_static.py
tests/test_data2_tdir_scale_observability_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_data2_tdir_scale_observability_static.py
tests/test_data3_legacy_pano_image_quality_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_data3_legacy_pano_image_quality_static.py
tests/test_dset1_360dvo_main_dataset_migration_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_dset1_360dvo_main_dataset_migration_static.py
tests/test_dset2_360dvo_fuller_split_expansion_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_dset2_360dvo_fuller_split_expansion_static.py
tests/test_dset2b_360dvo_pair_count_completion_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_dset2b_360dvo_pair_count_completion_static.py
tests/test_dset2c_360dvo_dataset_hygiene_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_dset2c_360dvo_dataset_hygiene_static.py
tests/test_external_baseline_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_external_baseline_static.py
tests/test_final_ablation_baseline_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_final_ablation_baseline_static.py
tests/test_final_manifest_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_final_manifest_static.py
tests/test_final_s5_policy_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_final_s5_policy_static.py
tests/test_gen1_external_pano_dataset_feasibility_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_gen1_external_pano_dataset_feasibility_static.py
tests/test_gen2_360dvo_external_adapter_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_gen2_360dvo_external_adapter_static.py
tests/test_gen2b_360dvo_one_sequence_smoke_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_gen2b_360dvo_one_sequence_smoke_static.py
tests/test_gen3_360dvo_external_inference_bridge_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_gen3_360dvo_external_inference_bridge_static.py
tests/test_gen5_360dvo_t57b_true_external_eval_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_gen5_360dvo_t57b_true_external_eval_static.py
tests/test_git2_pre_final_freeze_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_git2_pre_final_freeze_static.py
tests/test_multibranch_reports_inventory_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_multibranch_reports_inventory_static.py
tests/test_pano_orb_vo_baseline_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_pano_orb_vo_baseline_static.py
tests/test_pano_orb_vo_component_diagnostics_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_pano_orb_vo_component_diagnostics_static.py
tests/test_project_health_check_script_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_project_health_check_script_static.py
tests/test_reports_index_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_reports_index_static.py
tests/test_s5_export_compatibility_audit_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5_export_compatibility_audit_static.py
tests/test_s5d10_componentwise_replay_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d10_componentwise_replay_static.py
tests/test_s5d11_serial_validation_nonselected_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d11_serial_validation_nonselected_static.py
tests/test_s5d12_dense_fill_path_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d12_dense_fill_path_static.py
tests/test_s5d13_traceable_dense_export_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d13_traceable_dense_export_static.py
tests/test_s5d14_final_comparison_traceability_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d14_final_comparison_traceability_static.py
tests/test_s5d2_dense_export_convention_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d2_dense_export_convention_static.py
tests/test_s5d3_alignment_aware_component_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d3_alignment_aware_component_static.py
tests/test_s5d4_tdir_reconciliation_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d4_tdir_reconciliation_static.py
tests/test_s5d5_pairwise_to_dense_tdir_gap_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d5_pairwise_to_dense_tdir_gap_static.py
tests/test_s5d6_pairwise_replay_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d6_pairwise_replay_static.py
tests/test_s5d7_gpu_safe_pairwise_export_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d7_gpu_safe_pairwise_export_static.py
tests/test_s5d8_selected_pairwise_replay_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d8_selected_pairwise_replay_static.py
tests/test_s5d9_restore_dense_selected_edge_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5d9_restore_dense_selected_edge_static.py
tests/test_s5e10_order_aware_signed_direction_scale_recalibration_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e10_order_aware_signed_direction_scale_recalibration_static.py
tests/test_s5e11_correspondence_parallax_translation_geometry_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e11_correspondence_parallax_translation_geometry_static.py
tests/test_s5e12_real_correspondence_feature_gate_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e12_real_correspondence_feature_gate_static.py
tests/test_s5e13_real_correspondence_signed_direction_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e13_real_correspondence_signed_direction_static.py
tests/test_s5e14_observable_edge_direction_refinement_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e14_observable_edge_direction_refinement_static.py
tests/test_s5e15_scale_deunderfit_antiparallel_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e15_scale_deunderfit_antiparallel_static.py
tests/test_s5e16_confidence_calibrated_sign_scale_router_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e16_confidence_calibrated_sign_scale_router_static.py
tests/test_s5e17_router_activation_threshold_repair_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e17_router_activation_threshold_repair_static.py
tests/test_s5e18_equirectangular_bearing_flow_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e18_equirectangular_bearing_flow_static.py
tests/test_s5e19_rotation_compensated_multiframe_geometry_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e19_rotation_compensated_multiframe_geometry_static.py
tests/test_s5e19b_noop_export_path_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e19b_noop_export_path_static.py
tests/test_s5e19c_real_direction_training_no_fallback_static.py | tracked=true | non-mainline support/archive content | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- tests/test_s5e19c_real_direction_training_no_fallback_static.py
